chrBase	chr	base	strand	coverage	freqC	freqT
1.33749472	1	33749472	R	32	96.88	3.12
1.33751588	1	33751588	F	13	100.00	0.00
1.33755276	1	33755276	F	252	50.40	49.60
1.33755289	1	33755289	F	253	51.78	48.22
1.33755301	1	33755301	F	247	58.70	41.30
1.33755445	1	33755445	R	257	92.61	7.39
1.33755865	1	33755865	F	221	77.38	22.62
1.33755974	1	33755974	R	150	75.33	24.67
1.33755982	1	33755982	R	149	78.52	21.48
1.33756000	1	33756000	R	154	68.18	31.82
1.33756626	1	33756626	F	90	15.56	84.44
1.33756860	1	33756860	R	113	32.74	67.26
1.33756869	1	33756869	R	113	13.27	86.73
1.33757527	1	33757527	F	373	0.00	100.00
1.33757532	1	33757532	F	363	0.00	100.00
1.33757534	1	33757534	F	371	0.27	99.73
1.33757540	1	33757540	F	382	0.00	100.00
1.33757544	1	33757544	F	382	0.00	100.00
1.33757546	1	33757546	F	374	2.67	97.33
1.33757550	1	33757550	F	383	0.00	100.00
1.33757560	1	33757560	F	369	0.54	99.46
1.33757562	1	33757562	F	370	0.00	100.00
1.33757567	1	33757567	F	378	0.26	99.74
1.33757569	1	33757569	F	373	0.00	100.00
1.33757698	1	33757698	F	166	0.00	100.00
1.33757708	1	33757708	F	165	0.00	100.00
1.33757711	1	33757711	F	163	0.00	100.00
1.33757715	1	33757715	F	165	0.00	100.00
1.33757717	1	33757717	F	162	0.00	100.00
1.33757730	1	33757730	F	153	1.31	98.69
1.33757732	1	33757732	F	154	0.00	100.00
1.33757737	1	33757737	F	162	0.00	100.00
1.33757741	1	33757741	F	162	0.00	100.00
1.33757744	1	33757744	F	162	0.00	100.00
1.33757747	1	33757747	F	164	0.00	100.00
1.33757794	1	33757794	F	228	0.00	100.00
1.33757808	1	33757808	F	228	0.00	100.00
1.33757814	1	33757814	F	226	0.00	100.00
1.33757818	1	33757818	F	222	0.90	99.10
1.33757836	1	33757836	F	219	0.00	100.00
1.33757838	1	33757838	F	219	0.00	100.00
1.33757842	1	33757842	F	220	0.45	99.55
1.33757898	1	33757898	F	179	0.56	99.44
1.33757916	1	33757916	F	178	0.00	100.00
1.33757932	1	33757932	F	179	1.68	98.32
1.33757948	1	33757948	F	178	0.00	100.00
1.33757652	1	33757652	R	345	0.00	100.00
1.33757659	1	33757659	R	349	0.00	100.00
1.33757671	1	33757671	R	334	0.00	100.00
1.33757681	1	33757681	R	334	0.00	100.00
1.33757699	1	33757699	R	347	0.00	100.00
1.33757745	1	33757745	R	176	0.00	100.00
1.33757748	1	33757748	R	188	0.00	100.00
1.33757756	1	33757756	R	191	0.00	100.00
1.33757760	1	33757760	R	179	0.00	100.00
1.33757763	1	33757763	R	187	0.53	99.47
1.33757769	1	33757769	R	191	0.00	100.00
1.33757771	1	33757771	R	196	0.00	100.00
1.33757775	1	33757775	R	194	0.00	100.00
1.33757781	1	33757781	R	147	0.00	100.00
1.33757795	1	33757795	R	195	0.00	100.00
1.33757837	1	33757837	R	211	0.00	100.00
1.33757839	1	33757839	R	213	0.00	100.00
1.33757843	1	33757843	R	210	0.00	100.00
1.33757849	1	33757849	R	209	0.00	100.00
1.33757851	1	33757851	R	216	0.00	100.00
1.33757857	1	33757857	R	203	0.49	99.51
1.33757880	1	33757880	R	215	0.00	100.00
1.33757999	1	33757999	R	210	0.95	99.05
1.33758008	1	33758008	R	211	6.64	93.36
1.33776979	1	33776979	F	67	95.52	4.48
1.33777083	1	33777083	F	19	94.74	5.26
1.33777049	1	33777049	R	67	97.01	2.99
1.33777084	1	33777084	R	69	91.30	8.70
1.33777276	1	33777276	R	58	87.93	12.07
1.33777280	1	33777280	R	59	98.31	1.69
1.33777309	1	33777309	R	58	98.28	1.72
1.33777325	1	33777325	R	59	96.61	3.39
1.33793296	1	33793296	F	10	100.00	0.00
1.33793607	1	33793607	F	57	89.47	10.53
1.33793863	1	33793863	F	157	86.62	13.38
1.33793888	1	33793888	F	152	72.37	27.63
1.33793864	1	33793864	R	109	85.32	14.68
1.33793889	1	33793889	R	164	78.05	21.95
1.33793936	1	33793936	R	178	81.46	18.54
1.33802564	1	33802564	F	188	93.09	6.91
1.33802604	1	33802604	F	178	97.19	2.81
1.33802605	1	33802605	R	232	95.69	4.31
1.33802644	1	33802644	R	233	97.42	2.58
1.33807382	1	33807382	F	111	98.20	1.80
1.33807504	1	33807504	R	134	93.28	6.72
1.33813962	1	33813962	F	131	1.53	98.47
1.33813966	1	33813966	F	126	0.00	100.00
1.33813976	1	33813976	F	130	0.00	100.00
1.33814070	1	33814070	F	136	0.00	100.00
1.33814076	1	33814076	F	138	0.00	100.00
1.33814178	1	33814178	F	157	0.00	100.00
1.33814183	1	33814183	F	158	1.27	98.73
1.33814203	1	33814203	F	155	0.65	99.35
1.33814209	1	33814209	F	155	0.00	100.00
1.33814222	1	33814222	F	50	0.00	100.00
1.33814231	1	33814231	F	47	0.00	100.00
1.33814237	1	33814237	F	49	0.00	100.00
1.33814241	1	33814241	F	49	0.00	100.00
1.33814247	1	33814247	F	48	0.00	100.00
1.33814250	1	33814250	F	48	0.00	100.00
1.33814254	1	33814254	F	258	0.78	99.22
1.33814292	1	33814292	F	257	0.39	99.61
1.33814298	1	33814298	F	253	0.40	99.60
1.33814304	1	33814304	F	250	0.00	100.00
1.33814341	1	33814341	F	140	0.00	100.00
1.33814367	1	33814367	F	140	0.00	100.00
1.33814383	1	33814383	F	138	0.00	100.00
1.33814389	1	33814389	F	138	0.00	100.00
1.33814440	1	33814440	F	176	0.00	100.00
1.33814443	1	33814443	F	174	0.00	100.00
1.33814446	1	33814446	F	176	0.00	100.00
1.33814448	1	33814448	F	177	0.56	99.44
1.33814450	1	33814450	F	169	1.18	98.82
1.33814455	1	33814455	F	176	0.00	100.00
1.33814462	1	33814462	F	172	0.00	100.00
1.33814468	1	33814468	F	167	0.60	99.40
1.33814474	1	33814474	F	170	0.59	99.41
1.33814483	1	33814483	F	170	0.00	100.00
1.33814512	1	33814512	F	232	0.00	100.00
1.33814523	1	33814523	F	221	0.00	100.00
1.33814525	1	33814525	F	227	0.00	100.00
1.33814537	1	33814537	F	230	0.00	100.00
1.33814550	1	33814550	F	218	0.00	100.00
1.33814553	1	33814553	F	230	0.00	100.00
1.33814562	1	33814562	F	226	0.00	100.00
1.33814616	1	33814616	F	127	0.79	99.21
1.33814622	1	33814622	F	128	0.00	100.00
1.33814631	1	33814631	F	127	0.00	100.00
1.33814635	1	33814635	F	128	0.00	100.00
1.33814637	1	33814637	F	126	0.00	100.00
1.33814642	1	33814642	F	118	1.69	98.31
1.33814655	1	33814655	F	117	0.00	100.00
1.33814663	1	33814663	F	14	0.00	100.00
1.33814670	1	33814670	F	11	0.00	100.00
1.33814033	1	33814033	R	153	0.00	100.00
1.33814071	1	33814071	R	186	0.00	100.00
1.33814140	1	33814140	R	137	0.73	99.27
1.33814149	1	33814149	R	137	0.00	100.00
1.33814158	1	33814158	R	138	0.00	100.00
1.33814175	1	33814175	R	139	0.00	100.00
1.33814179	1	33814179	R	140	0.00	100.00
1.33814184	1	33814184	R	126	0.00	100.00
1.33814204	1	33814204	R	137	0.00	100.00
1.33814210	1	33814210	R	138	0.00	100.00
1.33814223	1	33814223	R	141	0.00	100.00
1.33814232	1	33814232	R	40	0.00	100.00
1.33814238	1	33814238	R	39	0.00	100.00
1.33814242	1	33814242	R	43	4.65	95.35
1.33814248	1	33814248	R	38	0.00	100.00
1.33814251	1	33814251	R	42	0.00	100.00
1.33814255	1	33814255	R	43	0.00	100.00
1.33814293	1	33814293	R	234	0.00	100.00
1.33814299	1	33814299	R	233	0.00	100.00
1.33814305	1	33814305	R	233	0.00	100.00
1.33814308	1	33814308	R	231	0.00	100.00
1.33814321	1	33814321	R	234	0.00	100.00
1.33814393	1	33814393	R	177	0.00	100.00
1.33814396	1	33814396	R	183	0.00	100.00
1.33814399	1	33814399	R	188	0.00	100.00
1.33814411	1	33814411	R	190	0.00	100.00
1.33814414	1	33814414	R	182	0.00	100.00
1.33814417	1	33814417	R	179	0.56	99.44
1.33814420	1	33814420	R	183	0.55	99.45
1.33814425	1	33814425	R	194	0.00	100.00
1.33814437	1	33814437	R	187	0.00	100.00
1.33814441	1	33814441	R	194	0.00	100.00
1.33814463	1	33814463	R	149	0.00	100.00
1.33814469	1	33814469	R	141	0.00	100.00
1.33814475	1	33814475	R	145	0.00	100.00
1.33814484	1	33814484	R	137	0.00	100.00
1.33814494	1	33814494	R	151	0.00	100.00
1.33814496	1	33814496	R	153	0.00	100.00
1.33814502	1	33814502	R	144	0.00	100.00
1.33814513	1	33814513	R	151	0.00	100.00
1.33814570	1	33814570	R	172	0.00	100.00
1.33814581	1	33814581	R	136	0.00	100.00
1.33814586	1	33814586	R	183	0.00	100.00
1.33814588	1	33814588	R	191	0.00	100.00
1.33814605	1	33814605	R	192	0.00	100.00
1.33814614	1	33814614	R	187	0.00	100.00
1.33814617	1	33814617	R	194	0.00	100.00
1.33814623	1	33814623	R	162	0.00	100.00
1.33814632	1	33814632	R	165	1.21	98.79
1.33814636	1	33814636	R	155	0.00	100.00
1.33814638	1	33814638	R	166	0.00	100.00
1.33814643	1	33814643	R	153	0.00	100.00
1.33814644	1	33814644	R	13	0.00	100.00
1.33814656	1	33814656	R	168	0.00	100.00
1.33814664	1	33814664	R	167	0.00	100.00
1.33815281	1	33815281	F	275	76.73	23.27
1.33815436	1	33815436	R	209	92.34	7.66
1.33815441	1	33815441	R	212	91.51	8.49
1.33819724	1	33819724	F	36	86.11	13.89
1.33819736	1	33819736	F	35	97.14	2.86
1.33819759	1	33819759	F	36	77.78	22.22
1.33819773	1	33819773	F	36	0.00	100.00
1.33819725	1	33819725	R	61	6.56	93.44
1.33819737	1	33819737	R	56	91.07	8.93
1.33819760	1	33819760	R	57	85.96	14.04
1.33819774	1	33819774	R	57	87.72	12.28
1.33824957	1	33824957	F	33	100.00	0.00
1.33825165	1	33825165	R	32	68.75	31.25
1.33825196	1	33825196	R	32	87.50	12.50
1.33831982	1	33831982	R	51	92.16	7.84
1.33831998	1	33831998	R	51	100.00	0.00
1.33838433	1	33838433	F	243	97.12	2.88
1.33838442	1	33838442	F	244	90.98	9.02
1.33838475	1	33838475	F	241	82.16	17.84
1.33838545	1	33838545	R	291	78.69	21.31
1.33838557	1	33838557	R	292	88.70	11.30
1.33838587	1	33838587	R	298	93.29	6.71
1.33838815	1	33838815	F	219	97.72	2.28
1.33838823	1	33838823	F	216	86.57	13.43
1.33838840	1	33838840	F	208	96.15	3.85
1.33838778	1	33838778	R	183	86.89	13.11
1.33838811	1	33838811	R	186	81.18	18.82
1.33838816	1	33838816	R	185	89.73	10.27
1.33838994	1	33838994	F	67	97.01	2.99
1.33839020	1	33839020	F	67	86.57	13.43
1.33839024	1	33839024	F	66	92.42	7.58
1.33839036	1	33839036	F	94	97.87	2.13
1.33839039	1	33839039	F	94	98.94	1.06
1.33839044	1	33839044	F	93	94.62	5.38
1.33839072	1	33839072	F	93	82.80	17.20
1.33839021	1	33839021	R	61	78.69	21.31
1.33839025	1	33839025	R	63	95.24	4.76
1.33839037	1	33839037	R	65	93.85	6.15
1.33839040	1	33839040	R	67	97.01	2.99
1.33839045	1	33839045	R	66	92.42	7.58
1.33839073	1	33839073	R	67	82.09	17.91
1.33839082	1	33839082	R	66	90.91	9.09
1.33860644	1	33860644	F	138	80.43	19.57
1.33860660	1	33860660	F	139	88.49	11.51
1.33860752	1	33860752	R	121	91.74	8.26
1.33865453	1	33865453	R	29	86.21	13.79
1.33866799	1	33866799	F	119	72.27	27.73
1.33866828	1	33866828	F	118	79.66	20.34
1.33866943	1	33866943	R	203	60.59	39.41
1.33871101	1	33871101	F	97	87.63	12.37
1.33871335	1	33871335	R	117	85.47	14.53
1.33878091	1	33878091	F	199	80.90	19.10
1.33878284	1	33878284	R	256	65.62	34.38
1.33878290	1	33878290	R	258	68.22	31.78
1.33883588	1	33883588	F	75	5.33	94.67
1.33883593	1	33883593	F	76	0.00	100.00
1.33883596	1	33883596	F	73	5.48	94.52
1.33883608	1	33883608	F	76	3.95	96.05
1.33883623	1	33883623	F	75	5.33	94.67
1.33883637	1	33883637	F	74	1.35	98.65
1.33883692	1	33883692	R	91	2.20	97.80
1.33897935	1	33897935	R	12	100.00	0.00
1.33898542	1	33898542	F	21	47.62	52.38
1.33898576	1	33898576	R	12	25.00	75.00
1.33906212	1	33906212	R	10	0.00	100.00
1.33906220	1	33906220	R	11	0.00	100.00
1.33907594	1	33907594	F	19	0.00	100.00
1.33907598	1	33907598	F	17	0.00	100.00
1.33907612	1	33907612	F	19	0.00	100.00
1.33907631	1	33907631	F	199	0.00	100.00
1.33907642	1	33907642	F	184	0.54	99.46
1.33907652	1	33907652	F	198	0.00	100.00
1.33907655	1	33907655	F	200	0.50	99.50
1.33907674	1	33907674	F	190	1.05	98.95
1.33907676	1	33907676	F	189	0.00	100.00
1.33907699	1	33907699	F	13	7.69	92.31
1.33907709	1	33907709	F	13	0.00	100.00
1.33907711	1	33907711	F	13	0.00	100.00
1.33907716	1	33907716	F	13	0.00	100.00
1.33907719	1	33907719	F	13	0.00	100.00
1.33907723	1	33907723	F	175	2.86	97.14
1.33907726	1	33907726	F	171	0.00	100.00
1.33907728	1	33907728	F	166	0.00	100.00
1.33907738	1	33907738	F	160	0.00	100.00
1.33907743	1	33907743	F	173	0.58	99.42
1.33907745	1	33907745	F	168	0.00	100.00
1.33907747	1	33907747	F	165	1.21	98.79
1.33907749	1	33907749	F	168	0.00	100.00
1.33907754	1	33907754	F	172	3.49	96.51
1.33907759	1	33907759	F	171	0.00	100.00
1.33907791	1	33907791	F	153	0.00	100.00
1.33907805	1	33907805	F	150	0.67	99.33
1.33907807	1	33907807	F	147	0.68	99.32
1.33907809	1	33907809	F	146	0.00	100.00
1.33907811	1	33907811	F	144	0.00	100.00
1.33907815	1	33907815	F	155	2.58	97.42
1.33907821	1	33907821	F	155	0.00	100.00
1.33907823	1	33907823	F	147	0.00	100.00
1.33907826	1	33907826	F	155	0.00	100.00
1.33907829	1	33907829	F	156	0.00	100.00
1.33907835	1	33907835	F	153	0.00	100.00
1.33907838	1	33907838	F	151	1.99	98.01
1.33907872	1	33907872	F	62	0.00	100.00
1.33907877	1	33907877	F	63	0.00	100.00
1.33907880	1	33907880	F	63	0.00	100.00
1.33907882	1	33907882	F	63	0.00	100.00
1.33907887	1	33907887	F	63	0.00	100.00
1.33907892	1	33907892	F	63	0.00	100.00
1.33907899	1	33907899	F	63	0.00	100.00
1.33907903	1	33907903	F	60	0.00	100.00
1.33907906	1	33907906	F	15	0.00	100.00
1.33907917	1	33907917	F	15	0.00	100.00
1.33907920	1	33907920	F	15	0.00	100.00
1.33907928	1	33907928	F	34	2.94	97.06
1.33907932	1	33907932	F	31	0.00	100.00
1.33907940	1	33907940	F	34	0.00	100.00
1.33907967	1	33907967	F	165	0.61	99.39
1.33907971	1	33907971	F	158	0.00	100.00
1.33907983	1	33907983	F	167	0.00	100.00
1.33907992	1	33907992	F	166	0.60	99.40
1.33907994	1	33907994	F	165	0.00	100.00
1.33907996	1	33907996	F	162	0.62	99.38
1.33908006	1	33908006	F	125	0.80	99.20
1.33908012	1	33908012	F	162	1.23	98.77
1.33908100	1	33908100	F	144	0.00	100.00
1.33908103	1	33908103	F	143	0.00	100.00
1.33908105	1	33908105	F	143	0.00	100.00
1.33908126	1	33908126	F	148	0.00	100.00
1.33908128	1	33908128	F	143	0.70	99.30
1.33908130	1	33908130	F	142	0.70	99.30
1.33908132	1	33908132	F	139	4.32	95.68
1.33908138	1	33908138	F	141	0.00	100.00
1.33908140	1	33908140	F	137	0.00	100.00
1.33908144	1	33908144	F	136	0.74	99.26
1.33907653	1	33907653	R	222	0.00	100.00
1.33907656	1	33907656	R	223	0.00	100.00
1.33907675	1	33907675	R	228	0.88	99.12
1.33907677	1	33907677	R	232	0.00	100.00
1.33907693	1	33907693	R	232	1.29	98.71
1.33907700	1	33907700	R	232	0.43	99.57
1.33907710	1	33907710	R	17	0.00	100.00
1.33907712	1	33907712	R	17	0.00	100.00
1.33907717	1	33907717	R	16	18.75	81.25
1.33907720	1	33907720	R	17	0.00	100.00
1.33907724	1	33907724	R	17	0.00	100.00
1.33907744	1	33907744	R	223	0.00	100.00
1.33907746	1	33907746	R	226	0.00	100.00
1.33907748	1	33907748	R	224	2.23	97.77
1.33907750	1	33907750	R	227	4.41	95.59
1.33907755	1	33907755	R	238	2.94	97.06
1.33907760	1	33907760	R	234	2.14	97.86
1.33907775	1	33907775	R	228	1.32	98.68
1.33907777	1	33907777	R	232	0.00	100.00
1.33907779	1	33907779	R	224	0.00	100.00
1.33907782	1	33907782	R	226	1.77	98.23
1.33907786	1	33907786	R	238	0.00	100.00
1.33907792	1	33907792	R	233	0.00	100.00
1.33907824	1	33907824	R	80	0.00	100.00
1.33907827	1	33907827	R	96	0.00	100.00
1.33907830	1	33907830	R	109	0.00	100.00
1.33907836	1	33907836	R	61	4.92	95.08
1.33907839	1	33907839	R	106	0.00	100.00
1.33907846	1	33907846	R	123	0.81	99.19
1.33907851	1	33907851	R	123	0.00	100.00
1.33907861	1	33907861	R	125	0.00	100.00
1.33907870	1	33907870	R	118	0.00	100.00
1.33907873	1	33907873	R	124	0.00	100.00
1.33907878	1	33907878	R	53	0.00	100.00
1.33907881	1	33907881	R	53	1.89	98.11
1.33907883	1	33907883	R	53	0.00	100.00
1.33907888	1	33907888	R	57	0.00	100.00
1.33907893	1	33907893	R	53	0.00	100.00
1.33907900	1	33907900	R	56	0.00	100.00
1.33907904	1	33907904	R	55	1.82	98.18
1.33907907	1	33907907	R	56	0.00	100.00
1.33907933	1	33907933	R	24	0.00	100.00
1.33907941	1	33907941	R	23	0.00	100.00
1.33907957	1	33907957	R	23	0.00	100.00
1.33908045	1	33908045	R	183	0.00	100.00
1.33908047	1	33908047	R	188	0.00	100.00
1.33908062	1	33908062	R	192	0.52	99.48
1.33908073	1	33908073	R	182	0.55	99.45
1.33908090	1	33908090	R	192	0.00	100.00
1.33908095	1	33908095	R	192	1.04	98.96
1.33908104	1	33908104	R	120	0.00	100.00
1.33908106	1	33908106	R	123	0.00	100.00
1.33908127	1	33908127	R	120	0.83	99.17
1.33908129	1	33908129	R	123	0.00	100.00
1.33908131	1	33908131	R	121	0.00	100.00
1.33908133	1	33908133	R	123	0.00	100.00
1.33908139	1	33908139	R	119	0.00	100.00
1.33908141	1	33908141	R	124	0.00	100.00
1.33908145	1	33908145	R	116	0.86	99.14
1.33908148	1	33908148	R	122	3.28	96.72
1.33923904	1	33923904	F	306	89.54	10.46
1.33924074	1	33924074	R	104	91.35	8.65
1.33929907	1	33929907	F	10	100.00	0.00
1.33929947	1	33929947	F	31	61.29	38.71
1.33929982	1	33929982	F	31	74.19	25.81
1.33929948	1	33929948	R	17	58.82	41.18
1.33930193	1	33930193	R	26	100.00	0.00
1.33930209	1	33930209	R	22	100.00	0.00
1.33930227	1	33930227	R	30	76.67	23.33
1.33930243	1	33930243	R	28	92.86	7.14
1.33931378	1	33931378	F	239	93.31	6.69
1.33931464	1	33931464	R	164	90.24	9.76
1.33945073	1	33945073	F	162	37.65	62.35
1.33945102	1	33945102	F	160	43.12	56.88
1.33945257	1	33945257	R	146	67.12	32.88
1.33945269	1	33945269	R	146	63.70	36.30
1.33945276	1	33945276	R	146	50.00	50.00
1.33945602	1	33945602	F	274	78.83	21.17
1.33945816	1	33945816	F	215	90.23	9.77
1.33945832	1	33945832	F	212	86.79	13.21
1.33945909	1	33945909	F	161	66.46	33.54
1.33945817	1	33945817	R	95	96.84	3.16
1.33945910	1	33945910	R	115	77.39	22.61
1.33945981	1	33945981	R	218	68.81	31.19
1.33963206	1	33963206	F	25	88.00	12.00
1.33963495	1	33963495	R	28	21.43	78.57
1.33965412	1	33965412	F	111	100.00	0.00
1.33966854	1	33966854	F	226	64.16	35.84
1.33966986	1	33966986	R	215	40.47	59.53
1.33967003	1	33967003	R	218	70.18	29.82
1.33968760	1	33968760	F	234	93.59	6.41
1.33968819	1	33968819	R	149	89.93	10.07
1.33968830	1	33968830	R	162	94.44	5.56
1.33968851	1	33968851	R	168	82.14	17.86
1.33970488	1	33970488	F	200	40.00	60.00
1.33970542	1	33970542	F	51	84.31	15.69
1.33970575	1	33970575	F	50	64.00	36.00
1.33970543	1	33970543	R	142	58.45	41.55
1.33970831	1	33970831	R	18	100.00	0.00
1.33974302	1	33974302	F	119	71.43	28.57
1.33974560	1	33974560	R	88	84.09	15.91
1.33974975	1	33974975	F	119	92.44	7.56
1.33975085	1	33975085	R	172	77.33	22.67
1.33986089	1	33986089	F	145	94.48	5.52
1.33993699	1	33993699	F	77	72.73	27.27
1.33993934	1	33993934	R	117	43.59	56.41
1.33993976	1	33993976	R	117	26.50	73.50
1.34005906	1	34005906	F	21	0.00	100.00
1.34005918	1	34005918	F	19	0.00	100.00
1.34006196	1	34006196	F	215	4.65	95.35
1.34006202	1	34006202	F	211	6.16	93.84
1.34006204	1	34006204	F	205	6.83	93.17
1.34006212	1	34006212	F	216	3.24	96.76
1.34006234	1	34006234	F	190	8.42	91.58
1.34006247	1	34006247	F	11	9.09	90.91
1.34006148	1	34006148	R	28	0.00	100.00
1.34006152	1	34006152	R	28	0.00	100.00
1.34006156	1	34006156	R	28	14.29	85.71
1.34006197	1	34006197	R	28	21.43	78.57
1.34006248	1	34006248	R	260	8.08	91.92
1.34006286	1	34006286	R	259	11.97	88.03
1.34007493	1	34007493	F	162	63.58	36.42
1.34007536	1	34007536	F	154	56.49	43.51
1.34007537	1	34007537	R	196	52.55	47.45
1.34007550	1	34007550	R	196	41.33	58.67
1.34011065	1	34011065	F	145	2.07	97.93
1.34011102	1	34011102	F	95	5.26	94.74
1.34011278	1	34011278	F	128	0.00	100.00
1.34011282	1	34011282	F	122	0.00	100.00
1.34011293	1	34011293	F	126	0.79	99.21
1.34011397	1	34011397	F	126	0.00	100.00
1.34011431	1	34011431	F	123	0.00	100.00
1.34011455	1	34011455	F	207	0.97	99.03
1.34011485	1	34011485	F	206	0.00	100.00
1.34011487	1	34011487	F	200	0.00	100.00
1.34011499	1	34011499	F	201	0.00	100.00
1.34011502	1	34011502	F	199	0.00	100.00
1.34011531	1	34011531	F	16	0.00	100.00
1.34011541	1	34011541	F	16	0.00	100.00
1.34011547	1	34011547	F	16	0.00	100.00
1.34011559	1	34011559	F	17	0.00	100.00
1.34011563	1	34011563	F	16	0.00	100.00
1.34011567	1	34011567	F	15	0.00	100.00
1.34011573	1	34011573	F	16	0.00	100.00
1.34011576	1	34011576	F	14	0.00	100.00
1.34011583	1	34011583	F	52	0.00	100.00
1.34011592	1	34011592	F	52	0.00	100.00
1.34011600	1	34011600	F	48	0.00	100.00
1.34011602	1	34011602	F	48	0.00	100.00
1.34011605	1	34011605	F	49	0.00	100.00
1.34011612	1	34011612	F	63	0.00	100.00
1.34011615	1	34011615	F	61	0.00	100.00
1.34011623	1	34011623	F	60	0.00	100.00
1.34011625	1	34011625	F	59	0.00	100.00
1.34011638	1	34011638	F	58	0.00	100.00
1.34011641	1	34011641	F	61	0.00	100.00
1.34011677	1	34011677	F	174	0.00	100.00
1.34011686	1	34011686	F	176	0.00	100.00
1.34011693	1	34011693	F	176	0.00	100.00
1.34011700	1	34011700	F	177	0.00	100.00
1.34011718	1	34011718	F	169	0.00	100.00
1.34011726	1	34011726	F	207	1.93	98.07
1.34011735	1	34011735	F	44	0.00	100.00
1.34011738	1	34011738	F	42	0.00	100.00
1.34011740	1	34011740	F	43	0.00	100.00
1.34011778	1	34011778	F	144	0.00	100.00
1.34011783	1	34011783	F	143	0.00	100.00
1.34011785	1	34011785	F	142	0.00	100.00
1.34011794	1	34011794	F	144	0.00	100.00
1.34011798	1	34011798	F	135	0.00	100.00
1.34011800	1	34011800	F	138	0.00	100.00
1.34012020	1	34012020	F	212	0.94	99.06
1.34012039	1	34012039	F	215	4.19	95.81
1.34011279	1	34011279	R	106	0.00	100.00
1.34011398	1	34011398	R	215	1.40	98.60
1.34011432	1	34011432	R	87	0.00	100.00
1.34011439	1	34011439	R	86	0.00	100.00
1.34011486	1	34011486	R	204	0.49	99.51
1.34011488	1	34011488	R	202	0.00	100.00
1.34011500	1	34011500	R	207	0.00	100.00
1.34011503	1	34011503	R	209	0.00	100.00
1.34011507	1	34011507	R	209	0.00	100.00
1.34011514	1	34011514	R	209	0.00	100.00
1.34011519	1	34011519	R	209	0.48	99.52
1.34011542	1	34011542	R	24	0.00	100.00
1.34011548	1	34011548	R	22	0.00	100.00
1.34011560	1	34011560	R	25	0.00	100.00
1.34011593	1	34011593	R	29	0.00	100.00
1.34011601	1	34011601	R	29	0.00	100.00
1.34011603	1	34011603	R	28	0.00	100.00
1.34011606	1	34011606	R	30	0.00	100.00
1.34011613	1	34011613	R	30	0.00	100.00
1.34011616	1	34011616	R	80	1.25	98.75
1.34011624	1	34011624	R	79	0.00	100.00
1.34011626	1	34011626	R	78	0.00	100.00
1.34011639	1	34011639	R	78	0.00	100.00
1.34011642	1	34011642	R	81	0.00	100.00
1.34011649	1	34011649	R	80	0.00	100.00
1.34011678	1	34011678	R	176	0.00	100.00
1.34011687	1	34011687	R	172	0.00	100.00
1.34011694	1	34011694	R	176	0.00	100.00
1.34011701	1	34011701	R	182	0.00	100.00
1.34011719	1	34011719	R	171	0.00	100.00
1.34011727	1	34011727	R	184	0.00	100.00
1.34011736	1	34011736	R	32	0.00	100.00
1.34011739	1	34011739	R	35	0.00	100.00
1.34011741	1	34011741	R	34	0.00	100.00
1.34011757	1	34011757	R	35	2.86	97.14
1.34011996	1	34011996	R	40	2.50	97.50
1.34011998	1	34011998	R	41	0.00	100.00
1.34012021	1	34012021	R	42	2.38	97.62
1.34012040	1	34012040	R	222	4.95	95.05
1.34012082	1	34012082	R	228	0.88	99.12
1.34025094	1	34025094	F	189	94.71	5.29
1.34025298	1	34025298	R	79	92.41	7.59
1.34032730	1	34032730	F	114	82.46	17.54
1.34032736	1	34032736	F	112	84.82	15.18
1.34032700	1	34032700	R	48	95.83	4.17
1.34032731	1	34032731	R	48	91.67	8.33
1.34033008	1	34033008	F	141	75.18	24.82
1.34033020	1	34033020	F	138	63.04	36.96
1.34033009	1	34033009	R	34	47.06	52.94
1.34033086	1	34033086	R	180	60.00	40.00
1.34033113	1	34033113	R	181	60.77	39.23
1.34036597	1	34036597	F	125	96.80	3.20
1.34036627	1	34036627	F	124	80.65	19.35
1.34036865	1	34036865	R	91	63.74	36.26
1.34038892	1	34038892	R	17	100.00	0.00
1.34043364	1	34043364	F	234	83.76	16.24
1.34043513	1	34043513	R	152	69.74	30.26
1.34063381	1	34063381	F	13	100.00	0.00
1.34063406	1	34063406	F	11	100.00	0.00
1.34068740	1	34068740	F	234	93.59	6.41
1.34068765	1	34068765	F	231	79.22	20.78
1.34068818	1	34068818	R	270	92.96	7.04
1.34074796	1	34074796	F	121	49.59	50.41
1.34074808	1	34074808	F	120	50.83	49.17
1.34075028	1	34075028	R	140	41.43	58.57
1.34076249	1	34076249	F	241	84.65	15.35
1.34076306	1	34076306	R	111	75.68	24.32
1.34076337	1	34076337	R	112	58.93	41.07
1.34077684	1	34077684	F	211	49.76	50.24
1.34077693	1	34077693	F	205	75.61	24.39
1.34077699	1	34077699	F	201	68.66	31.34
1.34077890	1	34077890	R	57	77.19	22.81
1.34077914	1	34077914	R	57	63.16	36.84
1.34088640	1	34088640	F	133	88.72	11.28
1.34088690	1	34088690	F	126	49.21	50.79
1.34088767	1	34088767	R	148	87.84	12.16
1.34088771	1	34088771	R	153	97.39	2.61
1.34089387	1	34089387	F	245	70.61	29.39
1.34089460	1	34089460	R	220	66.36	33.64
1.34103840	1	34103840	F	113	14.16	85.84
