length	gc
ENSG00000199127	73	0.493150684931507
ENSG00000199132	91	0.274725274725275
ENSG00000199133	87	0.482758620689655
ENSG00000199135	75	0.453333333333333
ENSG00000199143	69	0.507246376811594
ENSG00000199145	68	0.426470588235294
ENSG00000199150	84	0.5
ENSG00000199151	93	0.483870967741935
ENSG00000199153	70	0.457142857142857
ENSG00000199157	71	0.507042253521127
ENSG00000199158	78	0.474358974358974
ENSG00000199161	85	0.529411764705882
ENSG00000199165	80	0.425
ENSG00000199168	72	0.319444444444444
ENSG00000199169	68	0.352941176470588
ENSG00000199172	94	0.51063829787234
ENSG00000199177	71	0.507042253521127
ENSG00000199179	84	0.535714285714286
ENSG00000199266	134	0.507462686567164
ENSG00000199293	132	0.477272727272727
ENSG00000199311	82	0.414634146341463
ENSG00000199390	77	0.402597402597403
ENSG00000199436	104	0.471153846153846
ENSG00000199477	130	0.430769230769231
ENSG00000199489	82	0.426829268292683
ENSG00000199574	69	0.333333333333333
ENSG00000199575	72	0.486111111111111
ENSG00000199593	75	0.466666666666667
ENSG00000199631	85	0.552941176470588
ENSG00000199673	99	0.444444444444444
ENSG00000199712	82	0.426829268292683
ENSG00000199744	73	0.397260273972603
ENSG00000199753	70	0.514285714285714
ENSG00000199782	82	0.439024390243902
ENSG00000199785	134	0.604477611940299
ENSG00000199798	70	0.442857142857143
ENSG00000199833	81	0.419753086419753
ENSG00000199914	70	0.471428571428571
ENSG00000199942	75	0.4
ENSG00000199960	81	0.419753086419753
ENSG00000199961	84	0.404761904761905
ENSG00000199968	82	0.414634146341463
ENSG00000199970	82	0.414634146341463
ENSG00000199990	99	0.525252525252525
ENSG00000200084	84	0.452380952380952
ENSG00000200089	75	0.506666666666667
ENSG00000200215	75	0.4
ENSG00000200259	86	0.546511627906977
ENSG00000200279	72	0.361111111111111
ENSG00000200320	132	0.431818181818182
ENSG00000200354	134	0.537313432835821
ENSG00000200394	131	0.480916030534351
ENSG00000200398	82	0.439024390243902
ENSG00000200406	72	0.458333333333333
ENSG00000200413	72	0.472222222222222
ENSG00000200478	82	0.451219512195122
ENSG00000200480	72	0.472222222222222
ENSG00000200486	82	0.426829268292683
ENSG00000200503	82	0.426829268292683
ENSG00000200530	87	0.494252873563218
ENSG00000200534	130	0.407692307692308
ENSG00000200564	82	0.414634146341463
ENSG00000200593	82	0.439024390243902
ENSG00000200608	75	0.493333333333333
ENSG00000200612	72	0.472222222222222
ENSG00000200623	72	0.416666666666667
ENSG00000200632	77	0.415584415584416
ENSG00000200636	70	0.457142857142857
ENSG00000200638	82	0.378048780487805
ENSG00000200656	132	0.53030303030303
ENSG00000200661	102	0.333333333333333
ENSG00000200680	82	0.414634146341463
ENSG00000200726	82	0.414634146341463
ENSG00000200757	82	0.414634146341463
ENSG00000200785	110	0.5
ENSG00000200812	82	0.414634146341463
ENSG00000200816	132	0.446969696969697
ENSG00000200823	78	0.423076923076923
ENSG00000200831	74	0.378378378378378
ENSG00000200832	75	0.426666666666667
ENSG00000200913	104	0.480769230769231
ENSG00000200949	82	0.414634146341463
ENSG00000200959	198	0.484848484848485
ENSG00000200987	82	0.390243902439024
ENSG00000201240	72	0.472222222222222
ENSG00000201247	74	0.459459459459459
ENSG00000201263	72	0.402777777777778
ENSG00000201302	130	0.546153846153846
ENSG00000201318	72	0.458333333333333
ENSG00000201326	82	0.414634146341463
ENSG00000201330	84	0.5
ENSG00000201331	82	0.426829268292683
ENSG00000201457	135	0.518518518518518
ENSG00000201482	82	0.414634146341463
ENSG00000201487	72	0.347222222222222
ENSG00000201512	134	0.574626865671642
ENSG00000201544	135	0.414814814814815
ENSG00000201557	72	0.458333333333333
ENSG00000201569	75	0.426666666666667
ENSG00000201634	76	0.407894736842105
ENSG00000201643	135	0.451851851851852
ENSG00000201672	75	0.4
ENSG00000201675	84	0.523809523809524
ENSG00000201679	81	0.432098765432099
ENSG00000201689	70	0.428571428571429
ENSG00000201754	67	0.432835820895522
ENSG00000201772	137	0.591240875912409
ENSG00000201785	76	0.447368421052632
ENSG00000201823	64	0.5625
ENSG00000201831	82	0.402439024390244
ENSG00000201839	75	0.48
ENSG00000201899	72	0.444444444444444
ENSG00000201907	82	0.426829268292683
ENSG00000201943	81	0.432098765432099
ENSG00000201950	72	0.416666666666667
ENSG00000201969	82	0.426829268292683
ENSG00000201992	82	0.402439024390244
ENSG00000201998	182	0.461538461538462
ENSG00000202031	70	0.471428571428571
ENSG00000202048	72	0.472222222222222
ENSG00000202093	64	0.359375
ENSG00000202111	89	0.550561797752809
ENSG00000202142	72	0.375
ENSG00000202188	82	0.414634146341463
ENSG00000202191	69	0.333333333333333
ENSG00000202261	82	0.439024390243902
ENSG00000202270	75	0.44
ENSG00000202293	72	0.458333333333333
ENSG00000202314	73	0.452054794520548
ENSG00000202363	153	0.477124183006536
ENSG00000202400	70	0.371428571428571
ENSG00000202503	71	0.507042253521127
ENSG00000202515	89	0.606741573033708
ENSG00000202529	72	0.347222222222222
ENSG00000202560	78	0.307692307692308
ENSG00000202566	85	0.388235294117647
ENSG00000202569	73	0.561643835616438
ENSG00000202609	83	0.397590361445783
ENSG00000203326	7193	0.397608786320033
ENSG00000203485	13627	0.622293975196301
ENSG00000203581	933	0.518756698821008
ENSG00000203618	959	0.732012513034411
ENSG00000203661	2525	0.422970297029703
ENSG00000203663	4375	0.380342857142857
ENSG00000203664	963	0.548286604361371
ENSG00000203666	8628	0.479601298099212
ENSG00000203668	7778	0.405374132167652
ENSG00000203690	1561	0.508007687379885
ENSG00000203697	5174	0.184190181677619
ENSG00000203705	3992	0.39128256513026
ENSG00000203710	12583	0.452753715330207
ENSG00000203711	1878	0.510649627263046
ENSG00000203722	1486	0.514804845222073
ENSG00000203724	628	0.515923566878981
ENSG00000203727	6557	0.398505414061309
ENSG00000203730	2551	0.456683653469228
ENSG00000203734	4663	0.408535277718207
ENSG00000203737	1582	0.427307206068268
ENSG00000203740	2322	0.417312661498708
ENSG00000203747	4950	0.473333333333333
ENSG00000203757	1875	0.371733333333333
ENSG00000203760	854	0.403981264637002
ENSG00000203761	1709	0.569338794616735
ENSG00000203772	3185	0.67723704866562
ENSG00000203780	3359	0.423042572194105
ENSG00000203782	1245	0.68995983935743
ENSG00000203783	1222	0.478723404255319
ENSG00000203784	536	0.541044776119403
ENSG00000203785	735	0.345578231292517
ENSG00000203786	2531	0.561833267483208
ENSG00000203795	687	0.423580786026201
ENSG00000203797	2143	0.496966868875408
ENSG00000203811	522	0.653256704980843
ENSG00000203812	NA	NA
ENSG00000203814	1798	0.477196885428254
ENSG00000203837	2374	0.388795282224094
ENSG00000203855	1120	0.509821428571429
ENSG00000203857	2443	0.467458043389275
ENSG00000203859	2277	0.474308300395257
ENSG00000203867	8222	0.507297494526879
ENSG00000203872	2920	0.418150684931507
ENSG00000203875	12604	0.410742621390035
ENSG00000203877	4078	0.418342324668955
ENSG00000203879	5256	0.590943683409437
ENSG00000203880	7880	0.416497461928934
ENSG00000203883	1862	0.707303974221267
ENSG00000203896	2550	0.686666666666667
ENSG00000203907	1572	0.494274809160305
ENSG00000203909	659	0.503793626707132
ENSG00000203910	1086	0.382136279926335
ENSG00000203914	1567	0.393746011486918
ENSG00000203923	697	0.430416068866571
ENSG00000203926	408	0.468137254901961
ENSG00000203933	1279	0.379984362783425
ENSG00000203942	1214	0.560131795716639
ENSG00000203943	3405	0.394126284875184
ENSG00000203952	2703	0.404735479097299
ENSG00000203963	5022	0.412982875348467
ENSG00000203965	5704	0.352559607293128
ENSG00000203970	531	0.333333333333333
ENSG00000203972	2190	0.42648401826484
ENSG00000203985	2376	0.525673400673401
ENSG00000203989	1257	0.466984884645982
ENSG00000203995	4694	0.467192160204516
ENSG00000204001	3055	0.619639934533551
ENSG00000204006	1114	0.359066427289048
ENSG00000204007	1534	0.385267275097784
ENSG00000204010	1972	0.426977687626775
ENSG00000204020	5627	0.371068064688111
ENSG00000204021	1303	0.415963161933998
ENSG00000204022	4528	0.357111307420495
ENSG00000204033	3056	0.43880890052356
ENSG00000204065	1046	0.536328871892925
ENSG00000204070	6000	0.4945
ENSG00000204071	1373	0.601602330662782
ENSG00000204084	8930	0.485442329227324
ENSG00000204086	1560	0.46025641025641
ENSG00000204091	2970	0.498653198653199
ENSG00000204099	4449	0.67093728927849
ENSG00000204103	3389	0.564178223664798
ENSG00000204104	4614	0.453836150845254
ENSG00000204116	6951	0.348007480937994
ENSG00000204118	2044	0.481898238747554
ENSG00000204120	15476	0.426014474024296
ENSG00000204128	3818	0.564169722367732
ENSG00000204130	8137	0.411822539019295
ENSG00000204131	17679	0.470501725210702
ENSG00000204138	7317	0.469044690446904
ENSG00000204147	6481	0.402098441598519
ENSG00000204149	5738	0.474729871035204
ENSG00000204160	5460	0.584615384615385
ENSG00000204165	1128	0.490248226950355
ENSG00000204172	2387	0.459572685379137
ENSG00000204175	9435	0.577106518282989
ENSG00000204176	7160	0.495251396648045
ENSG00000204186	10901	0.388955141730116
ENSG00000204188	1737	0.574553828439839
ENSG00000204193	2183	0.428767750801649
ENSG00000204195	1466	0.520463847203274
ENSG00000204209	3084	0.535667963683528
ENSG00000204217	12502	0.389457686770117
ENSG00000204219	3675	0.525442176870748
ENSG00000204220	2953	0.563156112428039
ENSG00000204227	1813	0.612244897959184
ENSG00000204228	1158	0.595854922279793
ENSG00000204231	3897	0.564280215550423
ENSG00000204246	1108	0.405234657039711
ENSG00000204248	7364	0.572514937533949
ENSG00000204252	3987	0.535239528467519
ENSG00000204256	8995	0.523957754307949
ENSG00000204257	2520	0.500396825396825
ENSG00000204262	7319	0.341303456756388
ENSG00000204264	3480	0.492816091954023
ENSG00000204267	10357	0.444916481606643
ENSG00000204271	15841	0.413925888517139
ENSG00000204279	826	0.325665859564165
ENSG00000204287	1244	0.47427652733119
ENSG00000204290	1572	0.38676844783715
ENSG00000204291	6653	0.531940477979859
ENSG00000204300	1141	0.413672217353199
ENSG00000204301	9748	0.530672958555601
ENSG00000204304	4368	0.568681318681319
ENSG00000204305	2075	0.573012048192771
ENSG00000204308	1127	0.535048802129547
ENSG00000204310	3593	0.52657946006123
ENSG00000204314	3126	0.588611644273832
ENSG00000204315	1342	0.536512667660209
ENSG00000204316	3342	0.578994614003591
ENSG00000204335	2074	0.663934426229508
ENSG00000204344	3954	0.544511886697016
ENSG00000204345	1303	0.425940138142748
ENSG00000204347	1727	0.57498552403011
ENSG00000204351	5998	0.563187729243081
ENSG00000204352	467	0.483940042826552
ENSG00000204363	642	0.467289719626168
ENSG00000204366	1963	0.655119714722364
ENSG00000204370	2790	0.446953405017921
ENSG00000204371	7300	0.562191780821918
ENSG00000204379	939	0.520766773162939
ENSG00000204381	3144	0.509541984732824
ENSG00000204382	1307	0.465952563121653
ENSG00000204385	3369	0.54853072128228
ENSG00000204386	4821	0.531839867247459
ENSG00000204387	1801	0.498611882287618
ENSG00000204388	2517	0.587604290822408
ENSG00000204389	2404	0.597753743760399
ENSG00000204390	2762	0.490586531498914
ENSG00000204392	1059	0.553352219074599
ENSG00000204394	5880	0.513095238095238
ENSG00000204397	1647	0.33879781420765
ENSG00000204403	1786	0.360582306830907
ENSG00000204406	24403	0.378027291726427
ENSG00000204410	6284	0.524824952259707
ENSG00000204414	1745	0.566189111747851
ENSG00000204421	1004	0.563745019920319
ENSG00000204424	1023	0.585532746823069
ENSG00000204427	4059	0.484848484848485
ENSG00000204428	3311	0.53760193295077
ENSG00000204434	3569	0.474642757074811
ENSG00000204435	3788	0.504487856388596
ENSG00000204438	3243	0.5349984582177
ENSG00000204439	2481	0.569931479242241
ENSG00000204442	9264	0.385578583765112
ENSG00000204444	1237	0.521422797089733
ENSG00000204446	3239	0.433775856745909
ENSG00000204450	1653	0.450090744101633
ENSG00000204463	6323	0.52475090937846
ENSG00000204469	9120	0.583771929824561
ENSG00000204472	1243	0.528559935639582
ENSG00000204475	1233	0.549878345498783
ENSG00000204478	1597	0.517845961177207
ENSG00000204479	1578	0.506337135614702
ENSG00000204480	2123	0.507300989166274
ENSG00000204481	2443	0.459680720425706
ENSG00000204482	2281	0.550635686102587
ENSG00000204498	1752	0.627853881278539
ENSG00000204501	1865	0.500268096514745
ENSG00000204505	2465	0.486815415821501
ENSG00000204510	1909	0.539025667888947
ENSG00000204511	710	0.594366197183099
ENSG00000204514	13421	0.449519409880039
ENSG00000204516	2798	0.517155110793424
ENSG00000204518	2027	0.499753330044401
ENSG00000204519	4703	0.446948756113119
ENSG00000204520	3851	0.549987016359387
ENSG00000204524	10169	0.40279280165208
ENSG00000204525	2507	0.589549262066215
ENSG00000204528	593	0.564924114671164
ENSG00000204531	2870	0.49198606271777
ENSG00000204536	5193	0.526092817253996
ENSG00000204538	868	0.543778801843318
ENSG00000204539	2555	0.494716242661448
ENSG00000204540	5781	0.546445251686559
ENSG00000204542	1156	0.58477508650519
ENSG00000204544	3793	0.537569206432903
ENSG00000204547	197	0.50761421319797
ENSG00000204548	579	0.40587219343696
ENSG00000204560	3977	0.508171988936384
ENSG00000204564	2118	0.596317280453258
ENSG00000204568	1757	0.510529311326124
ENSG00000204569	5202	0.468473663975394
ENSG00000204571	1401	0.53604568165596
ENSG00000204572	1173	0.595907928388747
ENSG00000204574	4496	0.527135231316726
ENSG00000204576	3887	0.467455621301775
ENSG00000204577	3736	0.591541755888651
ENSG00000204580	9122	0.590769568077176
ENSG00000204590	7957	0.501947970340581
ENSG00000204592	2922	0.57015742642026
ENSG00000204595	710	0.483098591549296
ENSG00000204599	4226	0.527685754850923
ENSG00000204604	5279	0.471301382837659
ENSG00000204610	2512	0.568869426751592
ENSG00000204611	4907	0.449358059914408
ENSG00000204612	1299	0.694380292532717
ENSG00000204613	3825	0.448888888888889
ENSG00000204614	2481	0.518742442563482
ENSG00000204616	3519	0.482807615799943
ENSG00000204618	2168	0.604704797047971
ENSG00000204619	2428	0.50494233937397
ENSG00000204622	1087	0.626494940202392
ENSG00000204625	700	0.56
ENSG00000204632	1763	0.570051049347703
ENSG00000204634	6417	0.445223624746766
ENSG00000204640	485	0.492783505154639
ENSG00000204642	4315	0.51494785631518
ENSG00000204644	2085	0.54052757793765
ENSG00000204653	1681	0.643664485425342
ENSG00000204655	3175	0.486929133858268
ENSG00000204657	3276	0.434065934065934
ENSG00000204659	868	0.528801843317972
ENSG00000204661	3284	0.56394640682095
ENSG00000204669	1757	0.426294820717131
ENSG00000204671	927	0.51024811218986
ENSG00000204673	5737	0.607111730869793
ENSG00000204677	25699	0.458189034592786
ENSG00000204681	8468	0.430207841284837
ENSG00000204683	NA	NA
ENSG00000204687	1260	0.502380952380952
ENSG00000204688	3734	0.447777182645956
ENSG00000204694	2949	0.385554425228891
ENSG00000204695	6479	0.393116221639142
ENSG00000204700	2708	0.372968980797637
ENSG00000204701	3821	0.374771002355404
ENSG00000204703	1106	0.4249547920434
ENSG00000204704	963	0.410176531671859
ENSG00000204710	1042	0.59021113243762
ENSG00000204711	1250	0.4336
ENSG00000204713	7985	0.482154038822793
ENSG00000204764	10965	0.384769721842225
ENSG00000204779	3109	0.5422965583789
ENSG00000204789	1603	0.384279475982533
ENSG00000204815	3370	0.506528189910979
ENSG00000204822	685	0.586861313868613
ENSG00000204842	16540	0.449637243047158
ENSG00000204843	10439	0.486253472554842
ENSG00000204852	12558	0.449912406434146
ENSG00000204859	4510	0.611529933481153
ENSG00000204860	3847	0.472835976085261
ENSG00000204866	2430	0.466666666666667
ENSG00000204869	4277	0.409399111526771
ENSG00000204872	765	0.554248366013072
ENSG00000204873	1006	0.496023856858847
ENSG00000204880	1162	0.523235800344234
ENSG00000204882	1564	0.618925831202046
ENSG00000204889	2266	0.430714916151809
ENSG00000204897	1669	0.401437986818454
ENSG00000204899	2231	0.482294935006723
ENSG00000204909	844	0.382701421800948
ENSG00000204918	1847	0.533297238765566
ENSG00000204919	1847	0.533297238765566
ENSG00000204920	3455	0.439942112879884
ENSG00000204923	5699	0.399543779610458
ENSG00000204928	2194	0.403372835004558
ENSG00000204936	2474	0.565885206143897
ENSG00000204941	4678	0.415989739204788
ENSG00000204946	6723	0.582180574148446
ENSG00000204947	3665	0.513778990450205
ENSG00000204950	2270	0.677092511013216
ENSG00000204952	2303	0.405992184107686
ENSG00000204954	4435	0.401578354002255
ENSG00000204956	6303	0.509915913057274
ENSG00000204961	9769	0.429521957211588
ENSG00000204962	5485	0.477484047402005
ENSG00000204963	5791	0.465722673113452
ENSG00000204965	7117	0.434733736124772
ENSG00000204967	13443	0.399687569738898
ENSG00000204969	6057	0.459798580155192
ENSG00000204970	5595	0.470420017873101
ENSG00000204977	8096	0.411067193675889
ENSG00000204979	1310	0.405343511450382
ENSG00000204983	1872	0.528311965811966
ENSG00000204991	7999	0.579447430928866
ENSG00000205022	1314	0.63089802130898
ENSG00000205029	987	0.426545086119554
ENSG00000205030	936	0.485042735042735
ENSG00000205038	20621	0.396731487318753
ENSG00000205045	13640	0.41466275659824
ENSG00000205057	686	0.443148688046647
ENSG00000205060	6988	0.417716084716657
ENSG00000205076	823	0.605103280680438
ENSG00000205078	1233	0.635036496350365
ENSG00000205084	7074	0.456318914334181
ENSG00000205085	6920	0.473265895953757
ENSG00000205089	3181	0.514303678088651
ENSG00000205097	2087	0.468136080498323
ENSG00000205100	2228	0.412926391382406
ENSG00000205106	1602	0.489388264669164
ENSG00000205111	2959	0.41331530922609
ENSG00000205116	3217	0.589679825924775
ENSG00000205126	1867	0.519014461703267
ENSG00000205129	1366	0.418740849194729
ENSG00000205138	1125	0.634666666666667
ENSG00000205143	2331	0.561990561990562
ENSG00000205155	1359	0.493745401030169
ENSG00000205174	435	0.374712643678161
ENSG00000205177	916	0.49235807860262
ENSG00000205186	585	0.341880341880342
ENSG00000205189	10216	0.400352388410337
ENSG00000205208	3630	0.460881542699724
ENSG00000205212	415	0.366265060240964
ENSG00000205213	6355	0.462470495672699
ENSG00000205220	1626	0.617466174661747
ENSG00000205221	3712	0.469019396551724
ENSG00000205250	3596	0.587597330367075
ENSG00000205268	10601	0.402980850863126
ENSG00000205269	8891	0.373186368237544
ENSG00000205277	17178	0.551868669228082
ENSG00000205279	2067	0.397194000967586
ENSG00000205302	8606	0.361840576342087
ENSG00000205307	1468	0.681198910081744
ENSG00000205309	1961	0.647118816930138
ENSG00000205323	3365	0.433580980683507
ENSG00000205327	939	0.365282215122471
ENSG00000205328	939	0.374866879659212
ENSG00000205329	1403	0.37776193870278
ENSG00000205330	2061	0.334788937409025
ENSG00000205339	7216	0.375415742793792
ENSG00000205352	2824	0.507436260623229
ENSG00000205356	9047	0.560185696916105
ENSG00000205358	723	0.551867219917012
ENSG00000205359	2960	0.398986486486486
ENSG00000205361	150	0.593333333333333
ENSG00000205362	396	0.505050505050505
ENSG00000205364	511	0.538160469667319
ENSG00000205403	5319	0.405527354765933
ENSG00000205409	982	0.45112016293279
ENSG00000205413	6855	0.370678336980306
ENSG00000205420	2926	0.505468215994532
ENSG00000205426	1929	0.607568688439606
ENSG00000205439	410	0.636585365853659
ENSG00000205445	1149	0.662315056570931
ENSG00000205449	1143	0.518810148731409
ENSG00000205464	7229	0.413611841195186
ENSG00000205476	17620	0.561010215664018
ENSG00000205495	936	0.455128205128205
ENSG00000205496	942	0.429936305732484
ENSG00000205497	4393	0.353289323924425
ENSG00000205502	1581	0.699557242251739
ENSG00000205517	4344	0.522790055248619
ENSG00000205531	5200	0.487692307692308
ENSG00000205542	1703	0.527891955372871
ENSG00000205560	4102	0.588737201365188
ENSG00000205571	2985	0.39463986599665
ENSG00000205572	3051	0.474270730907899
ENSG00000205581	5042	0.419079730265768
ENSG00000205583	894	0.514541387024608
ENSG00000205609	3053	0.488372093023256
ENSG00000205629	2604	0.478878648233487
ENSG00000205639	4522	0.565900044228218
ENSG00000205642	1175	0.57531914893617
ENSG00000205649	2035	0.346437346437346
ENSG00000205659	3790	0.445118733509235
ENSG00000205667	2482	0.481869460112812
ENSG00000205669	1699	0.530900529723367
ENSG00000205678	6023	0.322762742819193
ENSG00000205683	17947	0.464255864489887
ENSG00000205710	3410	0.628739002932551
ENSG00000205718	774	0.381136950904393
ENSG00000205726	21748	0.464686407945558
ENSG00000205730	7698	0.493115094829826
ENSG00000205744	4647	0.564450182913708
ENSG00000205755	1983	0.480080685829551
ENSG00000205758	6177	0.417354702930225
ENSG00000205763	1212	0.614686468646865
ENSG00000205765	5577	0.372243141473911
ENSG00000205771	1579	0.460417986067131
ENSG00000205777	3136	0.409757653061224
ENSG00000205784	1667	0.515296940611878
ENSG00000205791	1543	0.445236552171095
ENSG00000205795	3154	0.628725428027901
ENSG00000205809	1506	0.316069057104914
ENSG00000205810	1145	0.365938864628821
ENSG00000205838	5577	0.427828581674735
ENSG00000205846	1646	0.374848116646416
ENSG00000205847	866	0.491916859122402
ENSG00000205853	6902	0.460156476383657
ENSG00000205856	2055	0.465206812652068
ENSG00000205857	996	0.404618473895582
ENSG00000205861	1370	0.545985401459854
ENSG00000205863	1583	0.479469361970941
ENSG00000205864	561	0.614973262032086
ENSG00000205865	1067	0.69165885660731
ENSG00000205866	2158	0.629749768303985
ENSG00000205867	1118	0.593023255813953
ENSG00000205869	942	0.64755838641189
ENSG00000205882	1117	0.355416293643688
ENSG00000205883	299	0.434782608695652
ENSG00000205884	237	0.434599156118143
ENSG00000205899	1372	0.728134110787172
ENSG00000205916	4348	0.398344066237351
ENSG00000205922	7185	0.612247738343772
ENSG00000205923	1383	0.613159797541576
ENSG00000205927	3262	0.58859595340282
ENSG00000205929	4121	0.411307934967241
ENSG00000205937	8567	0.521302673047741
ENSG00000205940	2299	0.462809917355372
ENSG00000205944	4151	0.390749217056131
ENSG00000205946	1197	0.517126148705096
ENSG00000205978	7733	0.578042156989525
ENSG00000205981	4895	0.404494382022472
ENSG00000206013	736	0.65625
ENSG00000206047	498	0.463855421686747
ENSG00000206052	9554	0.395645802805108
ENSG00000206066	434	0.599078341013825
ENSG00000206069	979	0.468845760980592
ENSG00000206072	3694	0.404439631835409
ENSG00000206073	1971	0.364789446981228
ENSG00000206075	3742	0.420096205237841
ENSG00000206102	318	0.490566037735849
ENSG00000206104	273	0.432234432234432
ENSG00000206105	224	0.535714285714286
ENSG00000206106	293	0.392491467576792
ENSG00000206107	682	0.473607038123167
ENSG00000206120	4658	0.45148132245599
ENSG00000206145	357	0.560224089635854
ENSG00000206149	5187	0.506651243493349
ENSG00000206150	1631	0.512568976088289
ENSG00000206159	149	0.583892617449664
ENSG00000206172	835	0.673053892215569
ENSG00000206177	912	0.669956140350877
ENSG00000206190	20675	0.472599758162031
ENSG00000206203	1315	0.57490494296578
ENSG00000206260	2307	0.513220632856524
ENSG00000206337	11058	0.498733948272744
ENSG00000206341	1096	0.638686131386861
ENSG00000206344	2623	0.481509721692718
ENSG00000206384	8830	0.464439411098528
ENSG00000206418	2477	0.438837303189342
ENSG00000206422	956	0.582635983263598
ENSG00000206432	10680	0.480711610486891
ENSG00000206474	1672	0.5
ENSG00000206503	2710	0.586346863468635
ENSG00000206531	1708	0.445550351288056
ENSG00000206535	1910	0.438743455497382
ENSG00000206536	966	0.373706004140787
ENSG00000206538	12740	0.392700156985871
ENSG00000206549	2960	0.506756756756757
ENSG00000206557	8704	0.474379595588235
ENSG00000206559	4533	0.388925656298257
ENSG00000206560	11276	0.40235899255055
ENSG00000206561	9237	0.480025982461838
ENSG00000206562	6975	0.422078853046595
ENSG00000206579	20246	0.406006124666601
ENSG00000206597	149	0.63758389261745
ENSG00000206602	65	0.384615384615385
ENSG00000206609	92	0.402173913043478
ENSG00000206611	75	0.373333333333333
ENSG00000206612	135	0.437037037037037
ENSG00000206620	79	0.354430379746835
ENSG00000206621	92	0.41304347826087
ENSG00000206622	132	0.363636363636364
ENSG00000206630	83	0.421686746987952
ENSG00000206633	136	0.588235294117647
ENSG00000206634	134	0.41044776119403
ENSG00000206650	142	0.528169014084507
ENSG00000206680	95	0.452631578947368
ENSG00000206688	92	0.423913043478261
ENSG00000206693	129	0.488372093023256
ENSG00000206754	73	0.36986301369863
ENSG00000206755	129	0.51937984496124
ENSG00000206760	151	0.490066225165563
ENSG00000206775	66	0.439393939393939
ENSG00000206799	121	0.380165289256198
ENSG00000206811	133	0.56390977443609
ENSG00000206834	130	0.4
ENSG00000206838	134	0.522388059701492
ENSG00000206869	135	0.488888888888889
ENSG00000206885	137	0.386861313868613
ENSG00000206910	140	0.364285714285714
ENSG00000206937	135	0.496296296296296
ENSG00000206941	148	0.472972972972973
ENSG00000206948	132	0.401515151515151
ENSG00000206979	73	0.342465753424658
ENSG00000206989	68	0.352941176470588
ENSG00000207001	95	0.421052631578947
ENSG00000207008	123	0.495934959349594
ENSG00000207014	95	0.452631578947368
ENSG00000207016	132	0.416666666666667
ENSG00000207031	75	0.373333333333333
ENSG00000207047	80	0.3875
ENSG00000207051	126	0.404761904761905
ENSG00000207063	95	0.421052631578947
ENSG00000207067	132	0.401515151515151
ENSG00000207088	139	0.568345323741007
ENSG00000207093	95	0.442105263157895
ENSG00000207112	134	0.432835820895522
ENSG00000207137	92	0.423913043478261
ENSG00000207145	132	0.446969696969697
ENSG00000207165	135	0.562962962962963
ENSG00000207166	133	0.496240601503759
ENSG00000207168	133	0.368421052631579
ENSG00000207174	92	0.41304347826087
ENSG00000207181	135	0.466666666666667
ENSG00000207191	95	0.442105263157895
ENSG00000207197	92	0.358695652173913
ENSG00000207221	135	0.496296296296296
ENSG00000207233	129	0.542635658914729
ENSG00000207241	84	0.357142857142857
ENSG00000207245	83	0.409638554216867
ENSG00000207263	92	0.434782608695652
ENSG00000207268	135	0.503703703703704
ENSG00000207279	92	0.402173913043478
ENSG00000207280	80	0.3375
ENSG00000207297	97	0.463917525773196
ENSG00000207304	139	0.424460431654676
ENSG00000207313	137	0.401459854014598
ENSG00000207375	92	0.445652173913043
ENSG00000207392	132	0.401515151515151
ENSG00000207405	134	0.552238805970149
ENSG00000207406	132	0.424242424242424
ENSG00000207421	67	0.402985074626866
ENSG00000207444	71	0.380281690140845
ENSG00000207445	146	0.479452054794521
ENSG00000207460	92	0.423913043478261
ENSG00000207468	128	0.328125
ENSG00000207493	135	0.437037037037037
ENSG00000207496	139	0.575539568345324
ENSG00000207500	72	0.361111111111111
ENSG00000207523	133	0.473684210526316
ENSG00000207547	84	0.630952380952381
ENSG00000207548	110	0.363636363636364
ENSG00000207549	87	0.436781609195402
ENSG00000207550	70	0.671428571428571
ENSG00000207551	100	0.57
ENSG00000207554	96	0.666666666666667
ENSG00000207559	96	0.34375
ENSG00000207561	98	0.438775510204082
ENSG00000207562	77	0.402597402597403
ENSG00000207563	97	0.505154639175258
ENSG00000207569	93	0.537634408602151
ENSG00000207571	96	0.708333333333333
ENSG00000207573	97	0.536082474226804
ENSG00000207574	89	0.696629213483146
ENSG00000207578	75	0.466666666666667
ENSG00000207579	95	0.684210526315789
ENSG00000207580	83	0.457831325301205
ENSG00000207581	110	0.527272727272727
ENSG00000207582	88	0.431818181818182
ENSG00000207585	137	0.598540145985401
ENSG00000207586	100	0.32
ENSG00000207588	100	0.61
ENSG00000207589	115	0.452173913043478
ENSG00000207590	110	0.345454545454545
ENSG00000207594	85	0.482352941176471
ENSG00000207595	110	0.5
ENSG00000207597	128	0.515625
ENSG00000207598	87	0.540229885057471
ENSG00000207599	87	0.436781609195402
ENSG00000207600	97	0.536082474226804
ENSG00000207604	86	0.453488372093023
ENSG00000207605	92	0.597826086956522
ENSG00000207606	96	0.489583333333333
ENSG00000207607	90	0.555555555555556
ENSG00000207608	97	0.525773195876289
ENSG00000207609	84	0.511904761904762
ENSG00000207611	89	0.719101123595506
ENSG00000207612	94	0.542553191489362
ENSG00000207613	110	0.545454545454545
ENSG00000207614	88	0.636363636363636
ENSG00000207616	83	0.421686746987952
